order_id,email,firstname,lastname,prefix,middlename,suffix,taxvat,created_at,updated_at,invoice_created_at,shipment_created_at,creditmemo_created_at,tax_amount,base_tax_amount,discount_amount,base_discount_amount,shipping_tax_amount,base_shipping_tax_amount,base_to_global_rate,base_to_order_rate,store_to_base_rate,store_to_order_rate,subtotal_incl_tax,base_subtotal_incl_tax,coupon_code,shipping_incl_tax,base_shipping_incl_tax,shipping_method,shipping_amount,subtotal,base_subtotal,grand_total,base_grand_total,base_shipping_amount,adjustment_positive,adjustment_negative,refunded_shipping_amount,base_refunded_shipping_amount,refunded_subtotal,base_refunded_subtotal,refunded_tax_amount,base_refunded_tax_amount,refunded_discount_amount,base_refunded_discount_amount,store_id,order_status,order_state,hold_before_state,hold_before_status,store_currency_code,base_currency_code,order_currency_code,total_paid,base_total_paid,is_virtual,total_qty_ordered,remote_ip,total_refunded,base_total_refunded,total_canceled,total_invoiced,customer_id,billing_prefix,billing_firstname,billing_middlename,billing_lastname,billing_suffix,billing_street_full,billing_city,billing_region,billing_country,billing_postcode,billing_telephone,billing_company,billing_fax,customer_id,shipping_prefix,shipping_firstname,shipping_middlename,shipping_lastname,shipping_suffix,shipping_street_full,shipping_city,shipping_region,shipping_country,shipping_postcode,shipping_telephone,shipping_company,shipping_fax,payment_method,product_sku,product_name,qty_ordered,qty_invoiced,qty_shipped,qty_refunded,qty_canceled,product_type,original_price,base_original_price,row_total,base_row_total,row_weight,price_incl_tax,base_price_incl_tax,product_tax_amount,product_base_tax_amount,product_tax_percent,product_discount,product_base_discount,product_discount_percent,is_child,product_option
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simple3,Simple3,1,1,1,1,0,simple,100,100,100,100,100,100,100,0,0,0,0,0,0,no,"a:1:{s:15:""info_buyRequest"";a:3:{s:4:""uenc"";s:72:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvXzEuNy4wLjEvaW5kZXgucGhwL2NhdDEuaHRtbA,,"";s:7:""product"";s:1:""5"";s:3:""qty"";s:6:""1.0000"";}}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simple2-31-32,Simple2,1,1,1,1,0,simple,125,125,125,125,100,125,125,0,0,0,0,0,0,no,"a:2:{s:15:""info_buyRequest"";a:5:{s:4:""uenc"";s:80:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvXzEuNy4wLjEvaW5kZXgucGhwL2NhdDEvdGVzdC0zLmh0bWw,"";s:7:""product"";s:1:""3"";s:15:""related_product"";s:0:"""";s:7:""options"";a:1:{i:1;a:2:{i:0;s:1:""2"";i:1;s:1:""3"";}}s:3:""qty"";s:6:""1.0000"";}s:7:""options"";a:1:{i:0;a:7:{s:5:""label"";s:13:""Custom Option"";s:5:""value"";s:5:""2, as"";s:11:""print_value"";s:5:""2, as"";s:9:""option_id"";s:1:""1"";s:11:""option_type"";s:8:""checkbox"";s:12:""option_value"";s:3:""2,3"";s:11:""custom_view"";b:0;}}}"
1711,leslie@mailinator.com,Leslie,H,,,,,2014-05-28 06:24:29,2014-05-28 06:47:36,,,,1.2,1.2,0,0,0,0,1,1,1,1,303.2,303.2,,2185.74,2185.74,United Parcel Service - Next Day Air Saver,2185.74,302,302,2488.94,2488.94,2185.74,0,0,0,0,0,0,0,0,0,0,1,pending,new,,,USD,USD,USD,,,0,5,,,,,,1,,Leslie,,H,,"3333 W Commercial Blvd
STE 202",Fort Lauderdale,Florida,US,33309,866-948-8384,Rave Infosys,866-948-8394,1,,Leslie,,H,,"3333 W Commercial Blvd
STE 202",Fort Lauderdale,Florida,US,33309,866-948-8384,Rave Infosys,866-948-8394,checkmo,custome_option-1-2,custome_option,2,0,0,0,0,simple,12,12,24,24,24,12,12,0,0,0,0,0,0,no,"a:2:{s:15:""info_buyRequest"";a:5:{s:4:""uenc"";s:88:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QvY3VzdG9tZS1vcHRpb24uaHRtbA,,"";s:7:""product"";s:2:""66"";s:15:""related_product"";s:0:"""";s:7:""options"";a:1:{i:7;a:2:{i:0;s:1:""7"";i:1;s:1:""8"";}}s:3:""qty"";s:6:""2.0000"";}s:7:""options"";a:1:{i:0;a:7:{s:5:""label"";s:6:""custom"";s:5:""value"";s:12:""test1, test2"";s:11:""print_value"";s:12:""test1, test2"";s:9:""option_id"";s:1:""7"";s:11:""option_type"";s:8:""checkbox"";s:12:""option_value"";s:3:""7,8"";s:11:""custom_view"";b:0;}}}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-01820000746-08438042207,BarProduct,2,0,0,0,0,bundle,133,133,266,266,280,133,133,0,0,0,0,0,0,no,"a:4:{s:15:""info_buyRequest"";a:6:{s:4:""uenc"";s:88:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QvYmFycHJvZHVjdC0xMDQuaHRtbA,,"";s:7:""product"";s:2:""64"";s:15:""related_product"";s:0:"""";s:13:""bundle_option"";a:1:{i:47;a:2:{i:0;s:2:""53"";i:1;s:2:""54"";}}s:3:""qty"";s:6:""2.0000"";s:7:""options"";a:0:{}}s:14:""bundle_options"";a:1:{i:47;a:3:{s:9:""option_id"";s:2:""47"";s:5:""label"";s:9:""FooOption"";s:5:""value"";a:2:{i:0;a:3:{s:5:""title"";s:11:""New_product"";s:3:""qty"";s:1:""1"";s:5:""price"";d:0;}i:1;a:3:{s:5:""title"";s:2:""tq"";s:3:""qty"";s:1:""1"";s:5:""price"";d:0;}}}}s:20:""product_calculations"";i:1;s:13:""shipment_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820000746,New_product,2,0,0,0,0,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,"a:2:{s:15:""info_buyRequest"";a:6:{s:4:""uenc"";s:88:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QvYmFycHJvZHVjdC0xMDQuaHRtbA,,"";s:7:""product"";s:2:""64"";s:15:""related_product"";s:0:"""";s:13:""bundle_option"";a:1:{i:47;a:2:{i:0;s:2:""53"";i:1;s:2:""54"";}}s:3:""qty"";s:6:""2.0000"";s:7:""options"";a:0:{}}s:27:""bundle_selection_attributes"";s:97:""a:4:{s:5:""price"";d:0;s:3:""qty"";d:1;s:12:""option_label"";s:9:""FooOption"";s:9:""option_id"";s:2:""47"";}"";}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8438042207,tq,2,0,0,0,0,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,"a:2:{s:15:""info_buyRequest"";a:6:{s:4:""uenc"";s:88:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QvYmFycHJvZHVjdC0xMDQuaHRtbA,,"";s:7:""product"";s:2:""64"";s:15:""related_product"";s:0:"""";s:13:""bundle_option"";a:1:{i:47;a:2:{i:0;s:2:""53"";i:1;s:2:""54"";}}s:3:""qty"";s:6:""2.0000"";s:7:""options"";a:0:{}}s:27:""bundle_selection_attributes"";s:97:""a:4:{s:5:""price"";d:0;s:3:""qty"";d:1;s:12:""option_label"";s:9:""FooOption"";s:9:""option_id"";s:2:""47"";}"";}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tetste,testet22,1,0,0,0,0,simple,12,12,12,12,12,13.2,13.2,1.2,1.2,10,0,0,0,no,"a:1:{s:15:""info_buyRequest"";a:4:{s:4:""uenc"";s:68:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QuaHRtbA,,"";s:7:""product"";s:2:""68"";s:3:""qty"";s:6:""1.0000"";s:7:""options"";a:0:{}}}"
1710,leslie@mailinator.com,Leslie,H,,,,,2014-05-28 06:15:35,2014-05-28 06:47:35,2014-05-28 06:18:48,2014-05-28 06:19:11,2014-05-28 06:19:50,0,0,0,0,0,0,1,1,1,1,302,302,,7212.78,7212.78,United Parcel Service - Worldwide Express Saver,7212.78,302,302,7514.78,7514.78,7212.78,0,0,10,10,133,133,0,0,0,0,1,processing,processing,,,USD,USD,USD,7369.78,7369.78,0,5,127.0.0.1,143,143,,7369.78,1,,Leslie,,H,,"3333 W Commercial Blvd
STE 202",Fort Lauderdale,Florida,US,33309,866-948-8384,Rave Infosys,866-948-8394,1,,Lesliejjjjjjjjjj,,Sjjjjjjjjjjjj,,"3333 W Commercial Blvd
STE 202",Fort Lauderdalejjjjjjjjjjjjjj,jjjjjjjjjjjjjjjjjjjj,TO,33309,866-948-8384,Rave Infosys,866-948-8394,checkmo,custome_option-1-2,custome_option,2,1,1,0,0,simple,12,12,24,24,24,12,12,0,0,0,0,0,0,no,"a:2:{s:15:""info_buyRequest"";a:5:{s:4:""uenc"";s:88:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QvY3VzdG9tZS1vcHRpb24uaHRtbA,,"";s:7:""product"";s:2:""66"";s:15:""related_product"";s:0:"""";s:7:""options"";a:1:{i:7;a:2:{i:0;s:1:""7"";i:1;s:1:""8"";}}s:3:""qty"";s:6:""2.0000"";}s:7:""options"";a:1:{i:0;a:7:{s:5:""label"";s:6:""custom"";s:5:""value"";s:12:""test1, test2"";s:11:""print_value"";s:12:""test1, test2"";s:9:""option_id"";s:1:""7"";s:11:""option_type"";s:8:""checkbox"";s:12:""option_value"";s:3:""7,8"";s:11:""custom_view"";b:0;}}}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-01820000746-08438042207,BarProduct,2,1,1,1,0,bundle,133,133,266,266,280,133,133,0,0,0,0,0,0,no,"a:4:{s:15:""info_buyRequest"";a:5:{s:4:""uenc"";s:88:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QvYmFycHJvZHVjdC0xMDQuaHRtbA,,"";s:7:""product"";s:2:""64"";s:15:""related_product"";s:0:"""";s:13:""bundle_option"";a:1:{i:47;a:2:{i:0;s:2:""53"";i:1;s:2:""54"";}}s:3:""qty"";s:6:""2.0000"";}s:14:""bundle_options"";a:1:{i:47;a:3:{s:9:""option_id"";s:2:""47"";s:5:""label"";s:9:""FooOption"";s:5:""value"";a:2:{i:0;a:3:{s:5:""title"";s:11:""New_product"";s:3:""qty"";i:1;s:5:""price"";d:0;}i:1;a:3:{s:5:""title"";s:2:""tq"";s:3:""qty"";i:1;s:5:""price"";d:0;}}}}s:20:""product_calculations"";i:1;s:13:""shipment_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820000746,New_product,2,2,1,1,0,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,"a:2:{s:15:""info_buyRequest"";a:5:{s:4:""uenc"";s:88:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QvYmFycHJvZHVjdC0xMDQuaHRtbA,,"";s:7:""product"";s:2:""64"";s:15:""related_product"";s:0:"""";s:13:""bundle_option"";a:1:{i:47;a:2:{i:0;s:2:""53"";i:1;s:2:""54"";}}s:3:""qty"";s:6:""2.0000"";}s:27:""bundle_selection_attributes"";s:97:""a:4:{s:5:""price"";d:0;s:3:""qty"";d:1;s:12:""option_label"";s:9:""FooOption"";s:9:""option_id"";s:2:""47"";}"";}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8438042207,tq,2,2,1,1,0,simple,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,"a:2:{s:15:""info_buyRequest"";a:5:{s:4:""uenc"";s:88:""aHR0cDovL2xvY2FsaG9zdC9tYWdlbnRvX25ldzEvaW5kZXgucGhwL3Rlc3QvYmFycHJvZHVjdC0xMDQuaHRtbA,,"";s:7:""product"";s:2:""64"";s:15:""related_product"";s:0:"""";s:13:""bundle_option"";a:1:{i:47;a:2:{i:0;s:2:""53"";i:1;s:2:""54"";}}s:3:""qty"";s:6:""2.0000"";}s:27:""bundle_selection_attributes"";s:97:""a:4:{s:5:""price"";d:0;s:3:""qty"";d:1;s:12:""option_label"";s:9:""FooOption"";s:9:""option_id"";s:2:""47"";}"";}"
